WKT,ID,名前,EN,住所,URL,無人化日,廃止日,スタンプ設置,住所判定用
"POINT (142.63468368900703 42.22092525762703)",18124.0,道の駅みついし,Michinoeki Mitsuishi Station,〒059-3233 北海道日高郡新ひだか町三石鳧舞161-2,https://stamp.funakiya.com/miti-mitsuishi.html,,,設置あり,42.22092525762703, 142.63468368900703
"POINT (143.2733627068482 42.48985824903888)",18130.0,道の駅コスモール大樹,Michinoeki Cosmall Taiki Station,〒089-2152 北海道広尾郡大樹町西本通98,https://stamp.funakiya.com/miti-taiki.html,,,設置あり,42.48985824903888, 143.2733627068482
"POINT (143.29917273629297 42.55892186555926)",18131.0,道の駅忠類,Michinoeki Churui Station,〒089-1701 北海道中川郡幕別町忠類白銀町384-12,https://stamp.funakiya.com/miti-churui.html,,,設置あり,42.55892186555926, 143.29917273629297
"POINT (143.27191717924566 42.633344771356064)",18134.0,道の駅さらべつ,Michinoeki Sarabetsu Station,〒089-1573 北海道河西郡更別村弘和464-1,https://stamp.funakiya.com/miti-sarabetsu.html,,,設置あり,42.633344771356064, 143.27191717924566
"POINT (143.12683517617808 42.69226080007706)",18135.0,道の駅なかさつない,Michinoeki Nakasatsunai Station,〒089-1330 北海道河西郡中札内村大通南7-14,https://stamp.funakiya.com/miti-nakasatsunai.html,,,設置あり,42.69226080007706, 143.12683517617808
"POINT (143.181769577164 42.9752928160896)",18137.0,道の駅おとふけ,Michinoeki Otofuke Station,〒080-0301 北海道河東郡音更町木野大通西19-5,https://stamp.funakiya.com/miti-otofuke.html,,,設置あり,42.9752928160896, 143.181769577164
"POINT (143.66365417433136 42.81392088205382)",18141.0,道の駅うらほろ,Michinoeki Urahoro Station,〒089-5621 北海道十勝郡浦幌町北町16-3,https://stamp.funakiya.com/miti-urahoro.html,,,設置あり,42.81392088205382, 143.66365417433136
"POINT (144.18929949900348 42.99043179459265)",18145.0,道の駅しらぬか恋問,Michinoeki Shiranukakoitoi Station,〒088-0562 北海道白糠郡白糠町コイトイ40-3,https://stamp.funakiya.com/miti-shiranuka.html,,,設置あり,42.99043179459265, 144.18929949900348
"POINT (144.8439955633861 43.057609652458105)",18147.0,道の駅厚岸グルメパーク,Michinoeki Akkeshi Gurume Park Station,〒088-1119 北海道厚岸郡厚岸町住の江2-2,https://stamp.funakiya.com/miti-akkeshi.html,,,設置あり,43.057609652458105, 144.8439955633861
"POINT (145.4385888725157 43.261752615901344)",18156.0,道の駅スワン44ねむろ,Michinoeki Suwan 44 Nemuro Station,〒086-0073 北海道根室市酪陽1,https://stamp.funakiya.com/miti-nemuro.html,,,設置あり,43.261752615901344, 145.4385888725157
"POINT (145.23693403506292 43.53335766896664)",18157.0,道の駅おだいとう,Michinoeki Odaito Station,〒086-1641 北海道野付郡別海町尾岱沼5-27,https://stamp.funakiya.com/miti-odaitou.html,,,設置あり,43.53335766896664, 145.23693403506292
